,Tarih,Şimdi,dolar,petrol
706,2018-12-27,217.11599999999999,"5,2850","44,61"
707,2018-12-26,215.454,"5,2766","46,22"
708,2018-12-25,215.387,"5,3101","43,16"
709,2018-12-24,216.017,"5,2890","42,53"
710,2018-12-23,215.22,,
711,2018-12-21,214.477,"5,3181","45,59"
712,2018-12-20,213.63099999999997,"5,2649","45,88"
713,2018-12-19,211.955,"5,2860","47,20"
714,2018-12-18,214.48,"5,3450","46,24"
715,2018-12-17,215.3,"5,3686","49,88"
716,2018-12-16,213.768,,
717,2018-12-14,213.503,"5,3635","51,20"
718,2018-12-13,213.583,"5,3392","52,58"
719,2018-12-12,214.271,"5,3482","51,15"
720,2018-11-12,214.239,"5,3653","51,65"
721,2018-10-12,213.19,"5,3248","51,00"
722,2018-09-12,213.764,,
723,2018-07-12,212.97799999999998,"5,3029","52,61"
724,2018-06-12,212.39700000000002,"5,3386","51,49"
725,2018-05-12,212.15200000000002,"5,3262","52,89"
726,2018-04-12,214.644,"5,3875","53,25"
727,2018-03-12,207.952,"5,2501","52,95"
728,2018-02-12,204.08,,
729,2018-11-30,204.97,"5,2128","50,93"
730,2018-11-29,203.544,"5,1631","51,45"
731,2018-11-28,204.923,"5,2219","50,29"
732,2018-11-27,205.511,"5,2716","51,56"
733,2018-11-26,206.248,"5,2477","51,63"
734,2018-11-25,208.49099999999999,,
735,2018-11-23,207.604,"5,2875","50,42"
736,2018-11-22,209.12900000000002,"5,2960","54,02"
737,2018-11-21,209.69099999999997,"5,3080","54,63"
738,2018-11-20,211.52200000000002,"5,3776","53,43"
739,2018-11-19,209.12099999999998,"5,3075","56,76"
740,2018-11-18,209.979,,
741,2018-11-16,209.498,"5,3318","56,46"
742,2018-11-15,210.582,"5,3481","56,46"
743,2018-11-14,212.768,"5,4624","56,25"
744,2018-11-13,211.85,"5,4776","55,69"
745,2018-12-11,211.56,"5,4686","59,93"
746,2018-11-11,212.688,,
747,2018-09-11,212.46099999999998,"5,4606","60,19"
748,2018-08-11,214.80200000000002,"5,4583","60,67"
749,2018-07-11,211.53900000000002,"5,3612","61,67"
750,2018-06-11,211.675,"5,3560","62,21"
751,2018-05-11,210.64700000000002,"5,3134","63,10"
752,2018-04-11,215.488,,
753,2018-02-11,215.209,"5,4296","63,14"
754,2018-01-11,218.99400000000003,"5,5118","63,69"
755,2018-10-31,218.34400000000002,"5,5835","65,31"
756,2018-10-30,215.532,"5,4746","66,18"
757,2018-10-29,219.894,"5,5611","67,04"
758,2018-10-28,221.59099999999998,,
759,2018-10-26,221.822,"5,5929","67,59"
760,2018-10-25,223.18599999999998,"5,6345","67,33"
761,2018-10-24,226.58900000000003,"5,7023","66,82"
762,2018-10-23,227.623,"5,7370","66,43"
763,2018-10-22,222.707,"5,6689","69,17"
764,2018-10-21,222.972,,
765,2018-10-19,222.34,"5,6425","69,12"
766,2018-10-18,222.111,"5,6425","68,65"
767,2018-10-17,219.921,"5,5835","69,75"
768,2018-10-16,224.257,"5,6855","71,92"
769,2018-10-15,227.97099999999998,"5,7867","71,78"
770,2018-10-14,231.125,,
771,2018-12-10,229.998,"5,8721","71,34"
772,2018-11-10,232.502,"5,9258","70,97"
773,2018-10-10,233.392,"6,0760","73,17"
774,2018-09-10,233.57,"6,1011","74,96"
775,2018-08-10,234.058,"6,1106","74,29"
776,2018-07-10,238.61,,
777,2018-05-10,236.85299999999998,"6,1333","74,34"
778,2018-04-10,238.425,"6,1627","74,33"
779,2018-03-10,233.35299999999998,"6,0458","76,41"
780,2018-02-10,232.25,"5,9846","75,23"
781,2018-01-10,227.05700000000002,"5,9360","75,30"
782,2018-09-30,231.44400000000002,,
783,2018-09-28,232.035,"6,0560","73,25"
784,2018-09-27,228.648,"6,0080","72,12"
785,2018-09-26,235.109,"6,1070","71,57"
786,2018-09-25,239.204,"6,1618","72,28"
787,2018-09-24,237.44299999999998,"6,1524","72,08"
788,2018-09-23,242.975,,
789,2018-09-21,242.67700000000002,"6,2937","70,78"
790,2018-09-20,241.59799999999998,"6,1960","70,80"
791,2018-09-19,242.05200000000002,"6,2493","71,12"
792,2018-09-18,246.908,"6,3846","69,85"
793,2018-09-17,243.833,"6,3144","68,91"
794,2018-09-16,236.433,,
795,2018-09-14,236.75900000000001,"6,1703","68,99"
796,2018-09-13,236.87,"6,0812","68,59"
797,2018-12-09,246.271,"6,3420","70,37"
798,2018-11-09,247.86599999999999,"6,4301","69,25"
799,2018-10-09,248.641,"6,4616","67,54"
800,2018-09-09,247.018,,
801,2018-07-09,246.472,"6,3970","67,75"
802,2018-06-09,254.55900000000003,"6,5827","67,77"
803,2018-05-09,253.515,"6,6012","68,72"
804,2018-04-09,255.69400000000002,"6,6711","69,87"
805,2018-03-09,256.216,"6,6340","70,12"
806,2018-02-09,253.82,,"69,92"
807,2018-08-31,252.648,"6,5380","69,80"
808,2018-08-30,259.82599999999996,"6,6519","70,25"
809,2018-08-29,251.19099999999997,"6,4752","69,51"
810,2018-08-28,242.243,"6,2730","68,53"
811,2018-08-27,240.05599999999998,"6,1217","68,87"
812,2018-08-26,232.515,,
813,2018-08-24,233.09,"6,0068","68,72"
814,2018-08-23,232.102,"6,1247","67,83"
815,2018-08-22,231.735,"6,0512","67,86"
816,2018-08-21,233.328,"6,0757","67,35"
817,2018-08-20,233.671,"6,0808","66,43"
818,2018-08-19,228.658,,
819,2018-08-17,229.627,"6,0140","65,91"
820,2018-08-16,220.951,"5,8270","65,46"
821,2018-08-15,225.709,"5,9905","65,01"
822,2018-08-14,244.778,"6,3544","67,04"
823,2018-08-13,266.64,"6,8834","67,20"
824,2018-12-08,263.068,,
825,2018-10-08,250.09400000000002,"6,4275","67,63"
826,2018-09-08,216.47099999999998,"5,5457","66,81"
827,2018-08-08,207.11599999999999,"5,2800","66,94"
828,2018-07-08,205.12900000000002,"5,2443","69,17"
829,2018-06-08,204.50599999999997,"5,3301","69,01"
830,2018-05-08,199.227,,
831,2018-03-08,198.24900000000002,"5,0815","68,49"
832,2018-02-08,197.845,"5,0660","68,96"
833,2018-01-08,195.141,"4,9950","67,66"
834,2018-07-31,193.56900000000002,"4,9142","68,76"
835,2018-07-30,192.049,"4,8823","70,13"
836,2018-07-29,190.905,,
837,2018-07-27,190.71400000000003,"4,8529","68,69"
838,2018-07-26,191.71599999999998,"4,8649","69,61"
839,2018-07-25,190.24400000000003,"4,7728","69,30"
840,2018-07-24,192.255,"4,8861","68,52"
841,2018-07-23,186.513,"4,7395","67,89"
842,2018-07-22,189.49,,
843,2018-07-20,189.632,"4,7927","70,46"
844,2018-07-19,189.19299999999998,"4,8066","69,46"
845,2018-07-18,189.354,"4,7952","68,76"
846,2018-07-17,189.503,"4,8065","68,08"
847,2018-07-16,193.62099999999998,"4,8463","68,06"
848,2018-07-15,193.81599999999997,,
849,2018-07-13,193.831,"4,8552","71,01"
850,2018-12-07,195.044,"4,8552","70,33"
851,2018-11-07,195.446,"4,8762","70,38"
852,2018-10-07,190.416,"4,7077","74,11"
853,2018-09-07,191.475,"4,7338","73,85"
854,2018-08-07,185.002,,
855,2018-06-07,184.572,"4,5704","73,80"
856,2018-05-07,186.28799999999998,"4,5924","72,94"
857,2018-04-07,188.96099999999998,"4,6667","74,13"
858,2018-03-07,188.636,"4,6705","74,14"
859,2018-02-07,184.27599999999998,"4,6161","73,94"
860,2018-01-07,185.215,,
861,2018-06-29,184.74599999999998,"4,5872","74,15"
862,2018-06-28,184.368,"4,5853","73,45"
863,2018-06-27,186.2,"4,6225","72,76"
864,2018-06-26,186.68099999999998,"4,6155","70,53"
865,2018-06-25,190.825,"4,6810","68,08"
866,2018-06-24,188.49599999999998,,
867,2018-06-22,191.062,"4,6773","68,58"
868,2018-06-21,193.118,"4,7225","65,54"
869,2018-06-20,193.688,"4,7327","66,22"
870,2018-06-19,194.365,"4,7402","65,07"
871,2018-06-18,193.97299999999998,"4,7042","65,85"
872,2018-06-17,195.287,,
873,2018-06-15,194.58900000000003,"4,7301","65,06"
874,2018-06-14,198.52200000000002,"4,7259","66,89"
875,2018-06-13,194.78799999999998,"4,6453","66,64"
876,2018-12-06,191.107,"4,5976","66,36"
877,2018-11-06,188.718,"4,5240","66,10"
878,2018-10-06,187.3,,
879,2018-08-06,186.612,"4,4740","65,74"
880,2018-07-06,186.90599999999998,"4,4844","65,95"
881,2018-06-06,190.21400000000003,"4,5554","64,73"
882,2018-05-06,191.533,"4,5985","65,52"
883,2018-04-06,190.425,"4,5921","64,75"
884,2018-03-06,193.162,,
885,2018-01-06,193.668,"4,6508","65,81"
886,2018-05-31,189.298,"4,5245","67,04"
887,2018-05-30,187.17,"4,4650","68,21"
888,2018-05-29,191.078,"4,5488","66,73"
889,2018-05-28,191.287,"4,5822","67,05"
890,2018-05-27,196.46400000000003,,"67,36"
891,2018-05-25,196.855,"4,7081","67,88"
892,2018-05-24,199.51,"4,7073","70,71"
893,2018-05-23,190.55900000000003,"4,5762","71,84"
894,2018-05-22,196.96099999999998,"4,6691","72,13"
895,2018-05-21,190.368,"4,5749","72,24"
896,2018-05-20,186.793,,
897,2018-05-18,186.755,"4,4917","71,28"
898,2018-05-17,184.983,"4,4606","71,49"
899,2018-05-16,184.011,"4,4139","71,49"
900,2018-05-15,185.167,"4,4450","71,31"
901,2018-05-14,183.975,"4,3674","70,96"
902,2018-05-13,183.06900000000002,,
903,2018-11-05,182.895,"4,3136","70,70"
904,2018-10-05,180.033,"4,2352","71,36"
905,2018-09-05,180.958,"4,2876","71,14"
906,2018-08-05,184.142,"4,3327","69,06"
907,2018-07-05,180.44099999999997,"4,2669","70,73"
908,2018-06-05,179.36900000000003,,
909,2018-04-05,178.81099999999998,"4,2260","69,72"
910,2018-03-05,178.308,"4,2131","68,43"
911,2018-02-05,175.657,"4,1771","67,93"
912,2018-01-05,172.459,"4,1030","67,25"
913,2018-04-30,171.642,"4,0617","68,57"
914,2018-04-29,172.517,,
915,2018-04-27,172.002,"4,0422","68,10"
916,2018-04-26,172.47299999999998,"4,0664","68,19"
917,2018-04-25,173.585,"4,0809","68,05"
918,2018-04-24,175.058,"4,0860","67,70"
919,2018-04-23,174.97400000000002,"4,1080","68,64"
920,2018-04-22,174.83900000000003,,
921,2018-04-20,175.047,"4,0766","68,38"
922,2018-04-19,174.938,"4,0403","68,29"
923,2018-04-18,174.505,"4,0086","68,47"
924,2018-04-17,177.199,"4,0976","66,52"
925,2018-04-16,177.56599999999997,"4,0963","66,22"
926,2018-04-15,176.859,,
927,2018-04-13,177.203,"4,0969","67,39"
928,2018-12-04,177.032,"4,1102","67,07"
929,2018-11-04,180.168,"4,1360","66,82"
930,2018-10-04,177.347,"4,1121","65,51"
931,2018-09-04,175.16099999999997,"4,0737","63,42"
932,2018-08-04,173.438,,
933,2018-06-04,173.40599999999998,"4,0449","62,06"
934,2018-05-04,173.305,"4,0515","63,54"
935,2018-04-04,171.511,"3,9991","63,37"
936,2018-03-04,171.09,"3,9887","63,51"
937,2018-02-04,171.69099999999997,"3,9735","63,01"
938,2018-01-04,168.725,,
939,2018-03-29,167.99400000000003,"3,9422","64,94"
940,2018-03-28,171.18400000000003,"4,0103","64,38"
941,2018-03-27,172.21099999999998,"3,9819","65,25"
942,2018-03-26,172.545,"3,9657","65,55"
943,2018-03-25,172.645,,
944,2018-03-23,172.61,"3,9824","65,88"
945,2018-03-22,170.41299999999998,"3,9343","64,30"
946,2018-03-21,167.446,"3,9085","65,17"
947,2018-03-20,165.65099999999998,"3,9339","63,40"
948,2018-03-19,167.03400000000002,"3,9362","62,06"
949,2018-03-18,165.63400000000001,,
950,2018-03-16,165.583,"3,9196","62,34"
951,2018-03-15,164.8,"3,8956","61,19"
952,2018-03-14,165.392,"3,8796","60,96"
953,2018-03-13,165.08,"3,8733","60,71"
954,2018-12-03,163.78,"3,8438","61,36"
955,2018-11-03,162.20600000000002,,
956,2018-09-03,162.159,"3,8111","62,04"
957,2018-08-03,162.441,"3,8236","60,12"
958,2018-07-03,162.144,"3,8027","61,15"
959,2018-06-03,163.571,"3,7942","62,60"
960,2018-05-03,161.839,"3,8084","62,57"
961,2018-04-03,162.148,,
962,2018-02-03,161.952,"3,8071","61,25"
963,2018-01-03,161.293,"3,8056","60,99"
964,2018-02-28,161.045,"3,7988","61,64"
965,2018-02-27,161.639,"3,8155","63,01"
966,2018-02-26,162.188,"3,7864","63,91"
967,2018-02-25,161.689,,
968,2018-02-23,161.92700000000002,"3,7905","63,55"
969,2018-02-22,161.85399999999998,"3,7843","62,77"
970,2018-02-21,161.793,"3,7892","61,68"
971,2018-02-20,162.444,"3,7984","61,90"
972,2018-02-19,162.593,"3,7573","62,38"
973,2018-02-18,162.44299999999998,,"61,72"
974,2018-02-16,162.338,"3,7474","61,68"
975,2018-02-15,163.942,"3,7644","61,34"
976,2018-02-14,164.565,"3,7824","60,60"
977,2018-02-13,163.076,"3,8106","59,19"
978,2018-12-02,161.536,"3,7997","59,29"
979,2018-11-02,161.572,,
980,2018-09-02,161.613,"3,8226","59,20"
981,2018-08-02,162.55200000000002,"3,8216","61,15"
982,2018-07-02,161.359,"3,8047","61,79"
983,2018-06-02,160.596,"3,7695","63,39"
984,2018-05-02,163.245,"3,7900","64,15"
985,2018-04-02,161.67700000000002,,
986,2018-02-02,161.553,"3,7735","65,45"
987,2018-01-02,161.953,"3,7315","65,80"
988,2018-01-31,162.52200000000002,"3,7555","64,73"
989,2018-01-30,162.64,"3,7810","64,50"
990,2018-01-29,163.325,"3,7934","65,56"
991,2018-01-28,162.96,,
992,2018-01-26,162.744,"3,7547","66,14"
993,2018-01-25,162.832,"3,7525","65,51"
994,2018-01-24,163.548,"3,7384","65,61"
995,2018-01-23,162.609,"3,7673","64,47"
996,2018-01-22,161.922,"3,7750","63,49"
997,2018-01-21,164.36900000000003,,
998,2018-01-19,163.006,"3,8065","63,37"
999,2018-01-18,161.032,"3,7701","63,95"
1000,2018-01-17,163.08100000000002,"3,8182","63,97"
1001,2018-01-16,163.889,"3,7980","63,73"
1002,2018-01-15,163.97799999999998,"3,8007","64,73"
1003,2018-01-14,161.489,,"64,28"
1004,2018-12-01,161.236,"3,7482","64,30"
1005,2018-11-01,160.515,"3,7741","63,80"
1006,2018-10-01,160.96200000000002,"3,7994","63,57"
1007,2018-09-01,158.847,"3,7679","62,96"
1008,2018-08-01,158.705,"3,7443","61,73"
1009,2018-07-01,158.42600000000002,,
1010,2018-05-01,158.39600000000002,"3,7367","61,44"
1011,2018-04-01,159.309,"3,7480","62,01"
1012,2018-03-01,159.415,"3,7812","61,63"
1013,2018-02-01,159.868,"3,7667","60,37"
1014,2017-12-29,159.207,"3,7900","60,42"
1015,2017-12-28,157.17700000000002,"3,7749","59,84"
1016,2017-12-27,157.955,"3,8156","59,64"
1017,2017-12-26,156.99,"3,8120","59,97"
1018,2017-12-25,155.901,"3,8074","58,59"
1019,2017-12-22,156.151,"3,8157","58,47"
1020,2017-12-21,155.672,"3,8175","58,36"
1021,2017-12-20,155.716,"3,8203","58,09"
1022,2017-12-19,155.66299999999998,"3,8336","57,46"
1023,2017-12-18,155.336,"3,8300","57,16"
1024,2017-12-17,155.44799999999998,,
1025,2017-12-15,155.989,"3,8617","57,30"
1026,2017-12-14,156.57399999999998,"3,8869","57,04"
1027,2017-12-13,153.789,"3,8119","56,60"
1028,2017-12-12,153.797,"3,8479","57,14"
1029,2017-11-12,153.171,"3,8367","57,99"
1030,2017-10-12,154.05700000000002,,
1031,2017-08-12,153.963,"3,8388","57,36"
1032,2017-07-12,154.953,"3,8631","56,69"
1033,2017-06-12,156.53,"3,8506","55,96"
1034,2017-05-12,156.417,"3,8444","57,62"
1035,2017-04-12,159.095,"3,8742","57,47"
1036,2017-03-12,160.825,,
1037,2017-01-12,161.114,"3,9131","58,36"
1038,2017-11-30,160.609,"3,9190","57,40"
1039,2017-11-29,163.398,"3,9613","57,30"
1040,2017-11-28,164.993,"3,9645","57,99"
1041,2017-11-27,162.582,"3,9062","58,11"
1042,2017-11-26,163.613,,
1043,2017-11-24,163.878,"3,9437","58,95"
1044,2017-11-23,162.858,"3,9201","58,38"
1045,2017-11-22,162.649,"3,9184","58,02"
1046,2017-11-21,163.245,"3,9566","56,83"
1047,2017-11-20,161.67700000000002,"3,9286","56,09"
1048,2017-11-19,160.924,,
1049,2017-11-17,161.293,"3,8773","56,55"
1050,2017-11-16,158.942,"3,8629","55,14"
1051,2017-11-15,159.731,"3,8811","55,33"
1052,2017-11-14,160.167,"3,8860","55,70"
1053,2017-11-13,158.982,"3,8706","56,76"
1054,2017-12-11,158.394,,
1055,2017-10-11,158.545,"3,8636","56,74"
1056,2017-09-11,159.82299999999998,"3,8647","57,17"
1057,2017-08-11,159.336,"3,8665","56,81"
1058,2017-07-11,159.626,"3,8844","57,20"
1059,2017-06-11,157.595,"3,8280","57,35"
1060,2017-05-11,158.624,,
1061,2017-03-11,158.747,"3,8864","55,64"
1062,2017-02-11,156.118,"3,7975","54,54"
1063,2017-01-11,156.536,"3,8130","54,30"
1064,2017-10-31,154.733,"3,7920","54,38"
1065,2017-10-30,155.231,"3,7798","54,15"
1066,2017-10-29,154.944,,
1067,2017-10-27,155.099,"3,7885","53,90"
1068,2017-10-26,155.621,"3,8203","52,64"
1069,2017-10-25,154.657,"3,7668","52,18"
1070,2017-10-24,153.359,"3,7414","52,47"
1071,2017-10-23,153.174,"3,7163","51,90"
1072,2017-10-22,151.197,,
1073,2017-10-20,151.118,"3,6714","51,47"
1074,2017-10-19,151.509,"3,6456","51,29"
1075,2017-10-18,151.278,"3,6768","52,04"
1076,2017-10-17,151.599,"3,6663","51,88"
1077,2017-10-16,151.864,"3,6463","51,87"
1078,2017-10-15,152.19799999999998,,
1079,2017-10-13,152.311,"3,6349","51,45"
1080,2017-12-10,152.207,"3,6540","50,60"
1081,2017-11-10,151.467,"3,6484","51,30"
1082,2017-10-10,153.766,"3,7114","50,92"
1083,2017-09-10,152.935,"3,7011","49,58"
1084,2017-08-10,152.401,,
1085,2017-06-10,148.312,"3,6149","49,29"
1086,2017-05-10,146.398,"3,5836","50,79"
1087,2017-04-10,146.41299999999998,"3,5723","49,98"
1088,2017-03-10,146.232,"3,5718","50,42"
1089,2017-02-10,145.908,"3,5635","50,58"
1090,2017-01-10,146.519,,
1091,2017-09-29,146.656,"3,5637","51,67"
1092,2017-09-28,147.3,"3,5603","51,56"
1093,2017-09-27,147.719,"3,5774","52,14"
1094,2017-09-26,147.351,"3,5424","51,88"
1095,2017-09-25,149.118,"3,5494","52,22"
1096,2017-09-24,145.438,,
1097,2017-09-22,145.92,"3,4962","50,66"
1098,2017-09-21,145.66,"3,5023","50,55"
1099,2017-09-20,146.41299999999998,"3,5030","50,41"
1100,2017-09-19,147.03,"3,4887","49,48"
1101,2017-09-18,146.841,"3,4894","49,91"
1102,2017-09-15,145.97899999999998,"3,4376","49,89"
1103,2017-09-14,147.273,"3,4331","49,89"
1104,2017-09-13,147.11700000000002,"3,4579","49,30"
1105,2017-12-09,146.954,"3,4331","48,23"
1106,2017-11-09,145.626,"3,4060","48,07"
1107,2017-10-09,146.679,,
1108,2017-08-09,147.703,"3,4117","47,48"
1109,2017-07-09,147.657,"3,4045","49,09"
1110,2017-06-09,146.991,"3,4257","49,16"
1111,2017-05-09,148.338,"3,4375","48,66"
1112,2017-04-09,147.069,"3,4348","47,41"
1113,2017-03-09,147.391,,"47,32"
1114,2017-01-09,146.017,"3,4284","47,29"
1115,2017-08-31,146.661,"3,4527","47,23"
1116,2017-08-30,145.253,"3,4517","45,96"
1117,2017-08-29,145.144,"3,4465","46,44"
1118,2017-08-28,146.47899999999998,"3,4441","46,57"
1119,2017-08-27,143.166,,
1120,2017-08-25,142.738,"3,4389","47,87"
1121,2017-08-24,144.179,"3,4838","47,43"
1122,2017-08-23,144.523,"3,4787","48,41"
1123,2017-08-22,144.287,"3,4944","47,64"
1124,2017-08-21,145.24200000000002,"3,4970","47,37"
1125,2017-08-20,145.174,,
1126,2017-08-18,145.33100000000002,"3,5185","48,51"
1127,2017-08-17,146.22,"3,5254","47,09"
1128,2017-08-16,145.099,"3,5156","46,78"
1129,2017-08-15,144.761,"3,5352","47,55"
1130,2017-08-14,145.03,"3,5257","47,59"
1131,2017-08-13,146.541,,
1132,2017-11-08,146.567,"3,5369","48,82"
1133,2017-10-08,146.576,"3,5418","48,59"
1134,2017-09-08,145.178,"3,5376","49,56"
1135,2017-08-08,143.298,"3,5338","49,17"
1136,2017-07-08,142.741,"3,5291","49,39"
1137,2017-06-08,142.80100000000002,,
1138,2017-04-08,142.809,"3,5279","49,58"
1139,2017-03-08,144.504,"3,5396","49,03"
1140,2017-02-08,143.803,"3,5305","49,59"
1141,2017-01-08,143.86700000000002,"3,5271","49,16"
1142,2017-07-31,143.615,"3,5193","50,17"
1143,2017-07-30,144.31,,
1144,2017-07-28,144.02200000000002,"3,5279","49,71"
1145,2017-07-27,143.326,"3,5363","49,04"
1146,2017-07-26,143.224,"3,5385","48,75"
1147,2017-07-25,143.213,"3,5724","47,89"
1148,2017-07-24,143.368,"3,5567","46,34"
1149,2017-07-23,142.692,,
1150,2017-07-21,142.68200000000002,"3,5363","45,77"
1151,2017-07-20,141.116,"3,5264","46,79"
1152,2017-07-19,140.618,"3,5220","47,12"
1153,2017-07-18,140.861,"3,5231","46,40"
1154,2017-07-17,139.94799999999998,"3,5284","46,02"
1155,2017-07-16,139.868,,
1156,2017-07-14,139.755,"3,5381","46,54"
1157,2017-07-13,139.642,"3,5657","46,08"
1158,2017-12-07,139.971,"3,5672","45,49"
1159,2017-11-07,141.624,"3,6139","45,04"
1160,2017-10-07,140.80200000000002,"3,6083","44,40"
1161,2017-09-07,141.282,,
1162,2017-07-07,141.075,"3,6182","44,23"
1163,2017-06-07,142.442,"3,6212","45,52"
1164,2017-05-07,142.32,"3,6062","45,13"
1165,2017-04-07,140.356,"3,5594","47,13"
1166,2017-03-07,139.875,"3,5571","47,07"
1167,2017-02-07,140.555,,
1168,2017-06-30,140.533,"3,5212","46,04"
1169,2017-06-29,141.281,"3,5265","44,93"
1170,2017-06-28,141.144,"3,5128","44,74"
1171,2017-06-27,141.575,"3,5263","44,24"
1172,2017-06-26,139.964,"3,5008","43,38"
1173,2017-06-25,141.769,,
1174,2017-06-23,141.77200000000002,"3,5088","43,01"
1175,2017-06-22,141.381,"3,5077","42,74"
1176,2017-06-21,141.814,"3,5310","42,53"
1177,2017-06-20,141.9,"3,5445","43,23"
1178,2017-06-19,140.90200000000002,"3,5228","44,20"
1179,2017-06-18,141.27200000000002,,
1180,2017-06-16,141.168,"3,5027","44,74"
1181,2017-06-15,141.761,"3,5130","44,46"
1182,2017-06-14,141.733,"3,4878","44,73"
1183,2017-06-13,143.39700000000002,"3,5198","46,46"
1184,2017-12-06,143.058,"3,5164","46,08"
1185,2017-11-06,144.286,,
1186,2017-09-06,143.972,"3,5373","45,83"
1187,2017-08-06,145.374,"3,5244","45,64"
1188,2017-07-06,146.708,"3,5503","45,72"
1189,2017-06-06,146.194,"3,5151","48,19"
1190,2017-05-06,145.099,"3,5237","47,40"
1191,2017-04-06,144.312,,
1192,2017-02-06,144.268,"3,5098","47,66"
1193,2017-01-06,143.57299999999998,"3,5246","48,36"
1194,2017-05-31,143.964,"3,5270","48,32"
1195,2017-05-30,144.25799999999998,"3,5491","49,66"
1196,2017-05-29,145.857,"3,5771","49,97"
1197,2017-05-28,145.921,,"49,94"
1198,2017-05-26,145.844,"3,5777","49,80"
1199,2017-05-25,144.014,"3,5667","48,90"
1200,2017-05-24,143.944,"3,5604","51,36"
1201,2017-05-23,143.833,"3,5704","51,47"
1202,2017-05-22,144.845,"3,5593","50,73"
1203,2017-05-21,144.755,,
1204,2017-05-19,144.322,"3,5753","50,33"
1205,2017-05-18,145.501,"3,6251","49,35"
1206,2017-05-17,145.33,"3,5681","49,07"
1207,2017-05-16,141.635,"3,5392","48,66"
1208,2017-05-15,140.471,"3,5483","48,85"
1209,2017-05-14,141.291,,
1210,2017-12-05,141.04399999999998,"3,5731","47,84"
1211,2017-11-05,140.93200000000002,"3,5758","47,83"
1212,2017-10-05,140.378,"3,5874","47,33"
1213,2017-09-05,142.555,"3,6239","45,88"
1214,2017-08-05,141.55200000000002,"3,5851","46,43"
1215,2017-07-05,140.579,,
1216,2017-05-05,139.889,"3,5441","46,22"
1217,2017-04-05,140.276,"3,5540","45,52"
1218,2017-03-05,140.76,"3,5349","47,82"
1219,2017-02-05,142.386,"3,5273","47,66"
1220,2017-01-05,143.618,"3,5545","48,84"
1221,2017-04-30,145.143,,
1222,2017-04-28,144.817,"3,5516","49,33"
1223,2017-04-27,144.864,"3,5612","48,97"
1224,2017-04-26,145.599,"3,5783","49,62"
1225,2017-04-25,145.502,"3,5797","49,56"
1226,2017-04-24,146.918,"3,5730","49,23"
1227,2017-04-23,148.047,,
1228,2017-04-21,150.34,"3,6401","49,62"
1229,2017-04-20,150.029,"3,6415","50,27"
1230,2017-04-19,151.161,"3,6730","50,44"
1231,2017-04-18,151.6,"3,6608","52,41"
1232,2017-04-17,152.75799999999998,"3,7011","52,65"
1233,2017-04-16,151.387,,
1234,2017-04-13,151.668,"3,6633","53,18"
1235,2017-12-04,151.016,"3,6492","53,11"
1236,2017-11-04,151.66,"3,6972","53,40"
1237,2017-10-04,150.6,"3,7294","53,08"
1238,2017-09-04,150.484,,
1239,2017-07-04,150.344,"3,7299","52,24"
1240,2017-06-04,149.245,"3,7111","51,70"
1241,2017-05-04,149.957,"3,6991","51,15"
1242,2017-04-04,148.5,"3,6790","51,03"
1243,2017-03-04,147.173,"3,6449","50,24"
1244,2017-02-04,145.85299999999998,,
1245,2017-03-31,145.972,"3,6352","50,60"
1246,2017-03-30,146.16299999999998,"3,6520","50,35"
1247,2017-03-29,146.798,"3,6459","49,51"
1248,2017-03-28,147.043,"3,6582","48,37"
1249,2017-03-27,145.69,"3,6166","47,73"
1250,2017-03-26,145.082,,
1251,2017-03-24,144.575,"3,6108","47,97"
1252,2017-03-23,145.542,"3,6348","47,70"
1253,2017-03-22,144.875,"3,6184","48,04"
1254,2017-03-21,145.579,"3,6329","47,34"
1255,2017-03-20,143.866,"3,6160","48,22"
1256,2017-03-19,143.689,,
1257,2017-03-17,143.78,"3,6344","48,78"
1258,2017-03-16,143.102,"3,6256","48,75"
1259,2017-03-15,144.225,"3,6754","48,86"
1260,2017-03-14,144.399,"3,7426","47,72"
1261,2017-03-13,144.66899999999998,"3,7418","48,40"
1262,2017-12-03,145.08700000000002,,
1263,2017-10-03,144.60299999999998,"3,7299","48,49"
1264,2017-09-03,145.585,"3,7747","49,28"
1265,2017-08-03,145.543,"3,7467","50,28"
1266,2017-07-03,143.89,"3,6807","53,14"
1267,2017-06-03,146.463,"3,7132","53,20"
1268,2017-05-03,147.689,,
1269,2017-03-03,147.005,"3,7030","53,33"
1270,2017-02-03,148.101,"3,7280","52,61"
1271,2017-01-03,146.441,"3,6543","53,83"
1272,2017-02-28,145.99200000000002,"3,6472","54,01"
1273,2017-02-27,145.399,"3,6072","54,05"
1274,2017-02-26,145.407,,
1275,2017-02-24,145.828,"3,6070","53,99"
1276,2017-02-23,143.368,"3,5691","54,45"
1277,2017-02-22,142.517,"3,5802","53,59"
1278,2017-02-21,143.97899999999998,"3,6203","54,06"
1279,2017-02-20,144.204,"3,6245","53,97"
1280,2017-02-19,144.341,,"53,79"
1281,2017-02-17,144.144,"3,6290","53,40"
1282,2017-02-16,146.031,"3,6666","53,36"
1283,2017-02-15,145.012,"3,6601","53,11"
1284,2017-02-14,144.286,"3,6503","53,20"
1285,2017-02-13,144.762,"3,6717","52,93"
1286,2017-12-02,146.101,,
1287,2017-10-02,146.572,"3,6953","53,86"
